"Boxer H-ID",Cathegory,Weight,Weight_kgs,"Family name","Given name(s)","Job Affiliation",Age,City,Gender,"Source year",Source,"Club Affiliation H-ID","Club Affiliation RecordTitle"
423,Amateur,,,Valdenegro,,,,,Male,1924-03-14,"Los Sports",,
426,Amateur,,,Espinosa,Carlos,,12,Valparaíso,Male,1924-03-14,"Los Sports",,
427,Amateur,gallo,,Aros,Enrique,,,Santiago,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
428,Amateur,feather,,Nuñez,Rodolfo,,,,,194-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
429,Amateur,lightweight,,Cifuentes,Luis,,,,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
430,Amateur,fly,,Zuñiga,Luis,,,,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
431,Amateur,gallo,,Recabarren,Luis,,,,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
432,Amateur,gallo,,Gómez,Arturo,,,,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
433,Amateur,feather,,Miranda,Ernesto,,,,,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
434,Amateur,minimo,,Lecaros,Moises,,,,Male,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
435,Amateur,minimo,,Pinto,Luis,,,,,1924-03-14,"Los Sports",290,"Rodolfo Nuñez Boxing Club"
439,Amateur,,,Varela,Faustino,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-11-02,"La Opinion",,
440,Amateur,,,Blanco,Eduardo,,,,Male,1924-11-02,"La Opinion",471,"Maritano F.C"
441,Amateur,,,Silva,Segundo,,,Talcahuano,Male,1924-11-02,"La Opinion",,
442,Amateur,,,"Luis A.",Molina,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-11-02,"La Opinion",,
443,Amateur,gallo/fly,,Peña,Enrique,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-11-02,"La Opinion",472|506,"Luis Cousiño F.C.|Quintin Romero Boxing Club"
444,Amateur,,,Soto,Luis,,,Talcahuano,Male,1924-11-02,"La Opinion",,
445,Amateur,,,Gomez,"Juan de Dios",,,Talcahuano,Male,1924-11-02,"La Opinion",,
446,Amateur,feather,,Melgoza,Wolfango,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-11-02,"La Opinion",506,"Quintin Romero Boxing Club"
447,Amateur,feather,,Christiansen,Oscar,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-12-14,"La Opinion",,
448,Amateur,lightweight,,Muñoz,Plutarco,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Talcahuano,Male,1924-12-14,"La Opinion",506,"Quintin Romero Boxing Club"
449,Amateur,lightweight,,Muñoz,Guillermo,,,Talcahuano,Male,1924-12-14,"La Opinion",490,"Cultural Académico"
453,Amateur,gallo,,Martinez,Julio,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-12-14,"La Opinion",,
454,Amateur,,,Rivera,Quintin,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-12-21,"La Opinion",,
455,Amateur,,,Cuevas,Hipólito,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,,1924-12-21,"La Opinion",,
457,Amateur,,,Escobar,Pedro,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-12-21,"La Opinion",,
458,Amateur,,,Molina,Alberto,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,,1924-12-21,"La Opinion",506,"Quintin Romero Boxing Club"
459,Amateur,,,Aviles,Felix,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,,1924-12-21,"La Opinion",,
460,Amateur,,,Jimenez,Fernando,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-12-21,"La Opinion",,
461,Amateur,,,Rivas,Dionisio,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-12-12,"La Opinion",,
462,Amateur,,,Arostegyu,Humberto,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,,Male,1924-12-21,"La Opinion",,
465,Amateur,fly,,Larrain,Pedro,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-12-21,"La Opinion",473,"Deportivo Manuel Rodriguez"
467,Amateur,fly,,Soto,Pedro,,,Talcahuano,Male,1924-12-21,"La Opinion",471,"Maritano F.C"
468,Amateur,gallo,,Henriquez,"Jose Ernesto",,,Talcahuano,Male,1924-12-21,"La Opinion",471,"Maritano F.C"
469,Amateur,gallo,,Venegas,Gilberto,"Compañía Minera e Industrial de Chile Carbonífera Lota-Schwager",,Lota,Male,1924-12-21,"La Opinion",473|506,"Deportivo Manuel Rodriguez|Quintin Romero Boxing Club"
470,Amateur,feather,,Grandon,Mariano,,,,,1924-12-21,"La Opinion",,
479,Amateur,,,Estrada,Eloy,"Escuadra de Marina",,,,1924-03-21,"Los Sports",,
481,Amateur,,,Garrido,Diego,,,,Male,1924-03-21,"Los Sports",,
482,Amateur,,35,Quiroz,Humberto,,,,Male,1924-03-21,"Los Sports",,
484,Amateur,,25,Alfaro,Oscar,,,,Male,1924-03-24,"Los Sports",,
485,Amateur,,,Bonta,Conrado,,,Concepcion,Male,1924-03-1924,"Los Sports",,
486,Amateur,,25,Oliva,Bemjamin,,,,Male,1924-03-24,"Los Sports",488,"Centro Firpo"
489,Amateur,,,Dacaud,W,,,Concepcion,Male,1924-03-24,"Los Sports",,
493,Amateur,minimum,,Valenzuela,Roberto,,,Talcahuano,Male,1924-03-1924,"Los Sports",,
494,Amateur,fly,,Candia,Leopoldo,,,Talcahuano,Male,1924-03-24,"Los Sports",,
495,Amateur,minimum,,Contreras,Efraín,,,Talcahuano,Male,1924-03-24,"Los Sports",471,"Maritano F.C"
501,Amateur,gallo,,Ramos,Delio,,,,,1924-03-24,"Los Sports",,
502,Amateur,,48,Rios,Agustin,,,,Male,1924-03-1924,"Los Sports",,
503,Amateur,fly,,Pizarro,Luis,,,,Male,1924-03-24,"Los Sports",,
505,,,,Romero,Quintin,,,,,1924-03-24,"Los Sports",,
513,Amateur,,,Premier,Esper,"Compañia Minera e Industrial de Chile",,,,1925-01-25,"La Opinion",506,"Quintin Romero Boxing Club"
514,Amateur,,,Pinto,Rodolfo,"Comañía Minera e Industrial de Chile",,,,1925-01-25,"La Opinion",506,"Quintin Romero Boxing Club"
515,Amateur,,,Campos,A.,,,Lota,Male,1925-01-25,"La Opinion",506,"Quintin Romero Boxing Club"
516,Amateur,"mid lightweight",,Zuñiga,Manuel,"Compañía Minera e Industrial de Chile Lota-Schwager",,Lota,Male,1925-02-15,"La Opinion",506,"Quintin Romero Boxing Club"
518,Amateur,minimum,,Lalanne,Enrique,"Comañia Minera e Industrial de Chile Lota-Schwagger",,,,1925-02-15,"La Opinion",506,"Quintin Romero Boxing Club"
527,Amateur,feather,,Medina,Alfredo,,,Talcahuano,Male,1925-03-01,"La Opinion",490,"Cultural Académico"
529,Amateur,fly,,Pantoja,Manuel,,,,,1925-03-01,"La Opinion",490,"Cultural Académico"
530,Amateur,gallo,,Pozo,Carlos,,,Talcahuano,Male,1925-03-01,"La Opinioj",490,"Cultural Académico"
532,Amateur,feather,,Pavez,Armando,,,Talcahuano,Male,1925-03-01,"La Opinion",490,"Cultural Académico"
535,Amateur,,,Sanchez,Orlando,,,Santiago,Male,1924-03-14,"Los Sports",,
538,Amateur,feather,,Salas,Antonio,,,,Male,1924-03-14,"Los Sports",,
539,Pro,lightweight,,Cano,Gustavo,,,Santiago,Male,1924-03-28,"Los Sports",,
542,Pro,feather,,Toro,Carlos,"Carabineros de Chile (Chilean Police)",,,,1924-03-28,"Los Sports",,
544,Amateur,,,Salvo,Jenaro,,,,,1924-03-28,"Los Sports",,
546,Amateur,,,Peña,Luis,,,,Male,1924-03-28,"Los Sports",,
548,Amateur,,,Herrera,Jose,,,,,1924-03-28,"Los Sports",547,"Centro James perry"
553,Amateur,,,Luceros,Leopoldo,"Ferrocarriles del Estado",11,Concepcion,Male,1924-04-04,"Los Sports",,
554,Boxer,,,Rabanal,Manuel,"Ferrocarriles del Estado",,Concepcion,Male,1924-04-04,"Los Sports",270,"Centro de Box Asociación Deportiva Ferroviaria de la tercera zona."
557,Amateur,,,Labra,Luis,"Armada de Chile",,Talcahuano,Male,1924-04-04,"Los Sports",,
558,Amateur,,,Rivera,Jose,,,Cautin,Male,1924-04-04,"Los Sports",,
559,Amateur,,,Vervelagua,,,,,,1924-04-04,"Los Sports",,
560,Amateur,,,Navarro,Jorge,,,,Male,1924-04-04,"Los Sports",,
561,Amateur,,,Araos,Joaquin,,,,Male,1924-04-04,"Los Sports",,
567,Amateur,"middleheavy weight",,Marchant,Otonial,,,santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
568,Amateur,,,Latorre,Francisco,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
570,Amateur,minimum,,Villegas,Pastor,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
572,Amateur,,60,Anguita,Oscar,,,,,1924-04-04,"Los Sports",,
573,Amateur,,60,Giaverini,Oscar,,,,,1924-04-04,"Los Sports",,
574,Amateur,,47,Martínez,Enrique,,,,,1924-04-04,"Los Sports",,
575,Amateur,minimum,,Diaz,Raul,,,,,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
576,Amateur,minimum,,Zuñiga,Juan,,,,,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
577,Amateur,,,Vicencio,Armando,,,,,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
578,Amateur,fly,,Vera,Ernesto,,,,,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
579,Amateur,fly,,Gomez,Marcos,,,,,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
580,Amateur,,,Palma,Custodio,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
581,Amateur,,,Gonzalez,Luis,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
582,Amateur,feather,,Galvez,Pedro,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
583,Amateur,feather,,Garrigo,J,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
584,Amateur,lightweight,,Lopez,Raul,,,Santiago,Male,1924-04-04,1924-04-04,102,"Girardi Boxing Club"
586,Amateur,midweight,,Monras,Juan,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
588,Amateur,heavy,,Salas,Francisco,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
590,Amateur,,,Mesa,Facundo,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
592,Amateur,,,"Duque Rodríguez",Wenceslao,,,Santiago,Male,1924-04-04,"Los Sports",102,"Girardi Boxing Club"
593,Amateur,,,Arce,Manuel,,,Valparaíso,Male,1924-04-11,"Los Sports",,
594,Amateur,,,Mery,Augusto,,,Valparaiso,Male,1924-04-11,"Los Sports",,
599,Amateur,,,Benavides,D.Dalmiro,,,Valdivia,Male,1924-04-11,"Los Sports",596,"Luis Vicentini Boxing Club"
600,Amateur,gallo,,Conde,Carlos,,,Valdivia,Male,1924-04-11,"Los Sports",596,"Luis Vicentini Boxing Club"
601,Amateur,,49,Rubilar,Juan,,,Valdivia,Male,1924-04-11,"Los Sports",596,"Luis Vicentini Boxing Club"
604,Amateur,,,Lombardi,Alfonso,,,Valparaiso,Male,1924-04-11,"Los Sports",,
607,Amateur,,,Silva,Arturo,,,Santiago,Male,1924-04-11,"Los Sports",606,"Centro Almirante Latorre"
608,Amateur,gallo,,Schiappacasse,Adolfo,,,Santiago,Male,1924-04-11,"Los Sports",,
609,Amateur,"middleheavy weight",,Lagos,Eduardo,,,Iquique,Male,1924-04-11,"Los Sports",,
610,Amateur,"middleheavy weight",,Ronero,Antonio,,,Iquique,Male,1924-04-11,"Los Sports",,
613,Amateur,,,Godoy,Luis,,,,Male,1924-04-11,"Los Sports",612,"Club Ciclista Internacional"
625,Amateur,,,Villanueva,Pablo,,,Copiapo,Male,1924-04-18,"Los Sports",,
626,Amateur,,,Navarro,Humberto,,,Copiapo,Male,1924-04-18,"Los Sports",,
627,Amateur,,,Guiliano,Armando,,,Copiapo,Male,1924-04-18,"Los Sports",,
628,Amateur,,70,Sagüer,Ernesto,,,Copiapo,Male,1924-04-18,"Los Sports",,
632,Amateur,,,Alonso,Ernesto,,,Talcahuano,Male,1924-04-18,"Los Sports",,
634,Amateur,gallo,,Villalobos,Alejandro,,,Santiago,Male,1924-04-18,"Los Sports",,
635,Amateur,,,Ramos,Ramon,,,Quillota,Male,1924-04-18,"Los Sports",,
636,Amateur,,,Madrid,"Enrique Segundo",,,,Male,1924-04-18,"Los Sports",,
637,Amateur,,,Galvez,Lindor,,,,,1924-04-18,"Los Sports",,
638,Amateur,lightweight,,Guajardo,Segundo,,,Rancagua,Male,1924-04-18,"Los Sports",,
639,Professional,,,Gonzalez,Johnston,,,,Male,1924-04-18,"Los Sports",,
643,Amateur,"middle weight",,Grecco,Salvador,,,,,1924-04-25,"Los Sports",,
644,Amateur,,,Rivas,Juan,,,Sewell,Male,1924-05-02,"Los Sports",,
645,Amateur,,,Perez,Salvador,,,Aconcagua,Male,1924-05-02,"Los Sports",,
647,Amateur,,56,Olguín,Humberto,,,,Male,1924-04-05,"Los Sports",,
651,Amateur,gallo,53,Nieto,Francisco,,,,,1924-05-02,"Los Sports",227,"Santiago Wanderers Boxing Club"
652,Amateur,minimum,,Ramos,Luis,,,Valparaiso,Male,1924-05-03,"Los Sports",227,"Santiago Wanderers Boxing Club"
653,Amateur,,,Arancibia,Manuel,,,Valparaíso,Male,1924-05-02,"Los Sports",227,"Santiago Wanderers Boxing Club"
654,Amateur,fly,,Silva,Enrique,,,Valparaíso,Male,1924-05-02,"Los Sports",227,"Santiago Wanderers Boxing Club"
655,Amateur,fly,,Gonzalez,Fermin,,,Valparaiso,Male,1924-05-02,"Los Sports",227,"Santiago Wanderers Boxing Club"
656,Amateur,,,Merlino,Jose,,,Valparaíso,Male,1924-05-02,"Los Sports",227,"Santiago Wanderers Boxing Club"
660,Professional,,,Cuitino,Eduardo,,,Valparaiso,Male,1924-05-02,"Los Sports",,
670,Amateur,minimum,,Jara,Ubaldo,,,Concepcion,Male,1924-05-16,"Los Sports",662,"Estrella de America"
671,Amateur,,,Fernandez,Joaquin,,,,Male,1924-05-16,"Los Sports",662,"Estrella de America"
672,Amateur,,,Alarcon,David,,,,Male,1924-05-16,"Los Sports",662,"Estrella de America"
673,Amateur,,,"Del Río",Toro,,,Concepcion,Male,1924-05-16,"Los Sports",662,"Estrella de America"
674,Amateur,,,Soto,Miguel,,,Valdivia,Male,1924-05-16,"Los Sports",596,"Luis Vicentini Boxing Club"
675,Amateur,,,Márquez,Luis,,,,Male,1924-05-16,"Los Sports",,
676,Amateur,,,Mansilla,,,,Valdivia,Male,1924-05-16,"Los Sports",596,"Luis Vicentini Boxing Club"
677,Amateur,,,Muñoz,Enrique,,,Valdivia,Male,1924-05-16,"Los Sports",596,"Luis Vicentini Boxing Club"
678,Amateur,,,Matamala,Francisco,,,,Male,1924-05-16,"Los Sports",596,"Luis Vicentini Boxing Club"
687,Amateur,,54,Jofré,Alberto,,,,Male,1924-05-16,"Los Sports",,
688,Amateur,,,Morales,Alfonso,,,,Male,1924-05-16,"Los Sports",,
689,Amateur,,,Orellana,Orlando,,,,Male,1924-05-16,"Los Sports",506,"Quintin Romero Boxing Club"
690,Amateur,feather,,Cabezas,Oscar,,,,,1924-05-16,"Los Sports",,
693,Amateur,feather,,Ferrer,Raul,"Gath y Chavez",,,,1926-03-15,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",,
698,Amateur,,,Vidal,Luis,,,,,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",1926-06-01,697,"Morales Boxing Club"
701,Amateur,,,Riffo,Jacobo,,,,,1926-07-01,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",,
704,Amateur,minimum,,Juica,José,"Gath y Chavez",,,,1927-03-29,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",695,"Club Athlético Gath y Chavez"
705,Amateur,fly,,Gajardo,Germán,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",695,"Club Athlético Gath y Chavez"
707,Amateur,,,Vasquez,Juan,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",695,"Club Athlético Gath y Chavez"
708,Amateur,feather,,Moral,Felipe,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",695,"Club Athlético Gath y Chavez"
709,Amateur,middleweight,,Böheme,Gerrado,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. de Gath y Chavez",695,"Club Athlético Gath y Chavez"
712,Amateur,,,Lecaros,Alejandro,"Gath y Chavez",,santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
714,Amateur,,,Moreno,Julio,,,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
715,Amateur,,,Vergara,Eduardo,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
717,Amateur,,,Felice,Hector,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
718,Amateur,,,Leon,Alberto,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
719,Amateur,,,Lagos,Juan,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
720,Amateur,,,Marin,Juan,"Gath y Chavez",,Santiago,Male,1927-03-29,"Boletin Oficial de la Union Industrial de O. Gath y Chavez",695,"Club Athlético Gath y Chavez"
724,Amateur,middlelightweight,,"Fuentes Hernández",Erasmo,"Regimiento N° 13 Valdivia",,Valdivia,Male,1928-05-29,"Revista de los Carabineros de Chile",,
725,Amateur,,,Zamorano,Rogelio,,,,,1923-08-19,"La Flecha. Organo del Centro Estudiantil J. Erazuriz Tagle",,
727,Amateur,"midheavy weight",,Tobar,Marcos,"Braden Copper Company",,Rancagua,Male,1924-05-23,"Los Sports",,
731,Amateur,,,Ortiz,Juvenal,,,,,1024-05-23,"Los Sports",730,"Carlos Van Buren Boxing Club"
732,Amateur,,,Villablanca,Luis,"Botica Londres",,Santiago,Male,1924-05-23,"Los Sports",,
733,Amateur,,,Meza,Fernando,,,Santiago,Male,1923-05-23,"Los Sports",,
735,Amateur,,,Correa,Luis,,,,,1924-05-23,"Los Sports",,
736,Amateur,,,Rodríguez,Zorobabel,,,,Male,1924-05-23,"Los Sports",,
737,Amateur,,,Torrres,Arturo,,,,,1923-05-23,"Los Sports",,
738,Amateur,,,Parisi,Antonino,,,,Male,1924-05-23,"Los Sports",,
740,Amateur,,,Torres,Arturo,,,,Male,1924-05-23,"Los Sports",,
743,Amateur,,,Morales,Teófilo,,,,Male,1924-05-23,"Los Sports",,
745,Amateur,fly,,Campora,Roberto,,,Santiago,Male,1924-05-23,"Los Sports",,
747,Amateur,,,Sandoval,,,,Talcahuano,Male,1924-05-23,"Los Sports",,
748,Amateur,,,Muñoz,,,,Talcahuano,Male,1924-05-23,"Los Sports",,
757,Amateur,,,Martínez,Juan,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
758,Amateur,,,Martínez,"Carlos Rolando",,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
759,Amateur,,,Arriaran,Raúl,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
760,Amateur,,,Vergara,Manuel,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
761,Amateur,,,Vergara,Manuel,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
762,Amateur,,,Martínez,Pedro,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
763,Amateur,,,Valenzuela,Manuel,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
764,Amateur,,,Jeria,Angel,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
765,Amateur,,,Sepúlveda,Alfredo,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
766,Amateur,,,"San Martín",Gumercindo,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
767,Amateur,,,Morales,Eduardo,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
768,Amateur,,,Morales,Moises,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
769,Amateur,,,Ruiz,S.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
770,Amateur,,,Briceño,L.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
771,Amateur,,,Fernández,F.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
772,Amateur,,,Fuique,J.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
773,Amateur,,,Pardo,R.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
774,Amateur,,,Alvarez,E.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
775,Amateur,,,Rossel,C.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
776,Amateur,,,López,Juan,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
777,Amateur,,,Menares,P.,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
778,Amateur,,,Palma,Victor,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
779,Amateur,,,Ortiz,Bartolo,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
780,Amateur,,,Bolli,Carlos,,,Santiago,Male,1924-05-23,"Los Sports",750,"Pedro Martínez Hnos. Boxing Club"
781,Amateur,,,Zamora,Juan,,,Valparaíso,Male,1924-05-23,"Los Sports",,
783,Amateur,,,Garrido,Segundo,,,,,1924-05-23,"Los Sports",,
784,Amateur,,38,Arco,Luis,,,,,1924-05-23,"Los Sports",,
789,Amateur,,,Ruiz,Antonio,,,,,As,1935-05-24,787,"Rafael Franco Boxing Club"
790,Amateur,,,Torres,Miguel,,,,,As,1935-05-24,787,"Rafael Franco Boxing Club"
793,Amateur,,,Avendaño,Oscar,,,,,1935-05-31,AS,792,"Vega Central Boxing Club"
795,Amateur,,57,Escarate,Gumercindo,,,Buin,Male,1925-07-15,Alborada,,
796,Amateur,"middlelight weight",,Aguilar,Rosalindo,,,Buin,Male,1925-07-15,Alborada,,
797,Amateur,,,Flores,Simón,,,Buin,Male,1925-07-15,Alborada,,
798,Amateur,,,Alfaro,Oscar,,,Buin,Male,1925-07-15,Alborada,,
804,Amateur,,74,Sotomayor,Eduardo,,,Buin,Male,1925-07-15,"Alborada. Organo oficial de la Agrupacion de Maipo de la Asociación Jeneral de Profesores de Chile",,
805,Amateur,,54,Padilla,Juan,,,Buin,Male,1925-07-15,"Alborada. Organo oficial de la Agrupacion de Maipo de la Asociación Jeneral de Profesores de Chile",,
815,Amateur,middleweight,,Parisi,Melo,,,,Male,1924-11-22,"El Quintincito",,
822,Amateur,,,Martinez,Pedro,CRAV,,Penco,Male,1941-04-03,"Pan de Azucar. Periodico del Centro Deportivo Refineria",821,"Centro Deportivo Refineria"
823,Amateur,,,Amigo,Juan,CRAV,,Penco,Male,1941-07-04,"Pan de Azucar. Periodico del Centro Deportivo Refineria",821,"Centro Deportivo Refineria"
824,Amateur,,,Bustos,Juan,CRAV,,Penco,Male,1941-07-04,"Pan de Azucar. Periodico del Centro Deportivo Refineria",821,"Centro Deportivo Refineria"
825,Professional,,,Cifuentes,Jose,,18,Talca,Male,1927-11-29,"Semanario La Prensa. Los Andes",,
826,Professional,,,Badani,Faustino,,,,Male,1927-11-29,"Semanario La Prensa. Los Andes",,
827,Professional,,,Gallardo,Pedro,,,,Male,1927-11-29,"Semanario La Prensa. Los Andes",,
