challenge_id,rec_Title,source,source_year,challenging_id,boxer_challenging,challenged_id,boxer_challenged,status,condition,basis,location_descp,city,location,weight
1462,Rozas v. Diaz,La Nacion,1922-07-29,1460,"Rozas, Jorge",1458,"Diaz, Agustin",accepted,10 rounds,,,Santiago,POINT(-70.65045 -33.437776),1
1469,Ortiz v. Gatica,El Mercurio de Valparaiso,1922-08-01,731,"Ortiz, Juvenal",1466,"Gatica, Fermin",accepted,,Coliseio Popular 9pm,,Valparaiso,POINT(-71.619675 -33.045846),1
1470,Arancibia v. Devia,El Mercurio de Valparaiso,1922-08-01,1471,"Arancibia, Augusto",1468,"Devia, Francis",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1477,Rojas v. Guerrero,El Mercurio de Valparaiso,1922-09-02,1472,"Rojas, Hipolito",1475,"Guerrero, Luis",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1478,Leiva v. Sanchez,El Mercurio de Valparaiso,1922-09-02,1473,"Leiva, Luis",1476,"Sanchez, Rafael",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1480,Parraguez v. Gallardo,El Mercurio de Valparaiso,1922-09-11,1367,"Parraguez, Armando",827,"Gallardo, Pedro",accepted,,,,La Calera,POINT(-71.203546 -32.788981),1
1483,Muñoz v. Carretero,El Mercurio de Valparaiso,1922-09-12,1482,"Muñoz, Victor",1481,"Carretero, Felipe",accepted,,sports section of this newspaper,,Valparaiso,POINT(-71.619675 -33.045846),1
1485,Rojas v. Estay,El Mercurio de Valparaiso,1922-10-05,297,"Rojas, Guillermo",1484,"Estay, Eduardo",,,,,Valparaiso,POINT(-70.852975 -32.597609),1
1488,Guzman v. Brosso,El Mercurio de Valparaíso,1922-11-07,1487,"Guzman, Victor",1486,"Brosso, Juan",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1492,Stivens v. Valdes,El Mercurio de Valparaíso,1922-11-07,1489,"Stivens, Oscar",1490,"Valdes, Manuel",,,with manager A. Gazzolo,,Valparaiso,POINT(-71.619675 -33.045846),1
1500,Gomez v. Sanchez,El Mercurio de Valparaiso,1922-11-24,1494,"Gomez, Caupolican",1495,"Sanchez, Alejandro",accepted,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1501,Gonzalez v. Sanchez,El Mercurio de Valparaiso,1922-11-24,1499,"Gonzalez, Luis R.",1495,"Sanchez, Alejandro",tiebreak,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1502,Sanchez v. Sanchez,El Mercurio de Valparaiso,1922-12-01,1503,"Sanchez, Guillermo",1476,"Sanchez, Rafael",tiebreak,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1509,Emparán v. Wittig,El Mercurio de Valparaiso,1922-12-15,1504,"Emparán, Nelson",1506,"Wittig, Hernán",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1510,Emparán v. Guerra,El Mercurio de Valparaiso,1922-12-15,1504,"Emparán, Nelson",1508,"Guerra, Carlos",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1515,Plata v. Diaz,El Mercurio de Valparaiso,1923-01-07,1512,"Plata, Ricardo",1514,"Diaz, Carlos",,conditions with the manager Dinamarca,,,Valparaiso,POINT(-71.603994 -33.046923),1
1517,Lopez v. Roca,El Mercurio de Valparaiso,1923-01-12,409,"Lopez, Jorge",1516,"Roca, Salvador",,,,,Valparaiso,POINT(-71.619675 -33.045846),1
1538,Ruiz v. Alvarado,El Teniente. Diario del Departamento de Bienestar,1922-11-18,1536,"Ruiz, Julio",1537,"Alvarado, Enrique",,,,,Sewell,POINT(-70.740743 -34.170249),1
1540,Duque Rodríguez v. Charol,La Nación,1925-12-10,156,"Duque Rodríguez, José",1539,"Charol, Kid",,,,,,POINT(-70.65045 -33.437776),1
1541,Alviña v. Muñoz,La Nacion,1927-07-23,1543,"Alviña, Santiago",448,"Muñoz, Plutarco",,,,,Santiago,POINT(-70.65045 -33.437776),1
1544,Carmona v. Coll,La Nacion,1927-07-23,1545,"Carmona, Luis",1131,"Coll, Lorenzo",,,"with Eduardo Moya, Porvenir 818",,Santiago,POINT(-70.640601 -33.456643),1
1547,Coll v. Cutiño,La Nacion,1927-07-23,1131,"Coll, Lorenzo",660,"Cutiño, Eduardo",,,,,Santiago,POINT(-70.65045 -33.437776),2
1548,Cifuentes v. Araos,La Nacion,1927-07-23,1549,"Cifuentes, Jose",561,"Araos, Joaquin",,,,,Santiago,POINT(-70.65045 -33.437776),1
1550,Cifuentes v. Rojas,La Nacion,1927-07-23,1549,"Cifuentes, Jose",983,"Rojas, Manuel",,,"basis in ""Los Tiempos"" newspaper",,Santiago,POINT(-70.65045 -33.437776),1
1551,Cifuentes v. Alviña,La Nacion,1927-07-23,1549,"Cifuentes, Jose",1543,"Alviña, Santiago",,,,,Santiago,POINT(-70.65045 -33.437776),1
